,Finess,Nom de l'établissement,NomInvestigateur,PrénomInvestigateur,TitreProjet,NuméroProjet,Acronyme,MontantAccordé,Année,Type,Projet
1,,HCL,BENOIT-RUBY,Claire,Efficacité de l’hypnoanalgésie réalisée par un manipulateur en radiologie chez des enfants ayant un angiome cutané traité par sclérose en radiologie interventionnelle.,PHRIP-17-0625,HYP-ANGE,137651.02,2017,,PHRIP
2,,CHU MONTPELLIER,BRAND-ARPON,Veronique,"Efficacité d'un programme court intégrant thérapie comportementale dialectique et thérapie d'acceptation et d'engagement, pour la prévention des conduites suicidaires chez des patientes souffrant d'un trouble de la personnalité borderline: essai contrôlé (DIalectical behavior therapy and Acceptance commitment therapy short program for BOrderLine persOnality disorder)",PHRIP-17-0348,DIABOLO,161050.8,2017,,PHRIP
3,,CHU DIJON,CORINNE,Buisson,"Validité, fiabilité et faisabilité d’une mesure/évaluation de la Prise Alimentaire par Méthode PhotographIque automatisée chez Le sujet âgé hospitaLisE",PHRIP-17-0687,PAMPILLE,198427.8,2017,,PHRIP
4,,CHU GRENOBLE,DANIEL,Olivier,"Étude des effets d’une auto rééducation assistée par feedback en temps réel sur la posture de patients scoliotiques. Étude mono centrique, prospective, randomisée avec stratification sur le type de scoliose, contrôlée et en simple insu.",PHRIP-17-0162,COVIRSCOL,205338.46,2017,,PHRIP
5,,CH VERSAILLES,JACQ,Gwenaëlle,Évaluation de l’efficacité de l'anesthésie locale par cryothérapie sur la douleur induite lors d'une ponction artérielle chez les patients éveillés de réanimation/soins intensifs.,PHRIP-17-0436,SNOW,118678.0,2017,,PHRIP
6,,CH PONTOISE,MONTRELAY,Frédérique,Efficacité de la kinésithérapie respiratoire pleurale (KRP) dans la prise en charge initiale des épanchements pleuraux infectieux : Etude multicentrique randomisée contrôlée.,PHRIP-17-0397,KINEPANCH,282967.4,2017,,PHRIP
7,,CRLCC EUGÈNE MARQUIS RENNES,M'SADEK,Amel,"Prévention des douleurs séquellaires post-chirurgicales du cancer du sein par automassage et auto-étirement quotidien des muscles dentelé antérieur, grand pectoral, infra-épineux et grand dorsal: Impact d'ateliers d'apprentissage réalisés par une équipe pluridisciplinaire",PHRIP-17-0588,ESTAUVAL,143634.0,2017,,PHRIP
8,,CHU ANGERS,NOUBLANCHE,Frédéric,"Programme d’ACcompagnement à l’acTIvité physique chez la Personne Âgée de 75 ans et plus, hospitalisée en CourT séjour gériatrique",PHRIP-17-0328,ACTI-PACT,349685.3,2017,,PHRIP
9,,AP-HM,OLIVE,Patricia,"Impact psychologique d'un accompagnement sophrologique au cours de l’annonce du cancer de la thyroïde par rapport à une prise en charge initiale habituelle : Etude prospective monocentrique, randomisée.",PHRIP-17-0105,SOPHRO-THYR,181970.8,2017,,PHRIP
10,,AP-HP,PANIGOT GUÉRIN,Bénédicte,Rééducation de l’équilibre avec entrée visuelle modifiée chez des patients atteints de neuropathies démyélinisantes chroniques acquises et présentant des troubles de la proprioception.,PHRIP-17-0430,REQPRO,238259.7,2017,,PHRIP
11,,CHU BREST,PERAN,Loic,"Effet du mode de renforcement musculaire des membres supérieurs sur la dyspnée, dans la BPCO.",PHRIP-17-0086,REHABSUP,208752.7,2017,,PHRIP
12,,CHU ANGERS,POIROUX,Laurent,Etude prospective randomisée visant à évaluer l'effet sur le confort de deux stratégies d’oxygénothérapie chauffée et humidifiée par rapport à une oxygénothérapie conventionnelle chez des patients inconfortables sous oxygénothérapie conventionnelle.,PHRIP-17-0694,Oxyrea-2,276088.0,2017,,PHRIP
13,,CHU MONTPELLIER,ROMIEU,Huguette,Impact de la Sophrologie sur l’aptitude aérobie des adolescents et jeunes adultes porteurs de cardiopathie congénitale : étude randomisée contrôlée.,PHRIP-17-0263,Sophro-CC,190062.4,2017,,PHRIP
0,290000017.0,CHU BREST,BAILLY,Rodolphe,"Effets fonctionnels et impact sur l’activité neuronale motrice, d’une réEducation MOtrice précOce et intensiVE (Hand and Arm Bimanual Intensive Therapy Including Lower Extremities: HABIT-ILE) chez les enfants avec paralysie cérébrale bilatérale d'âge pré-scolaire: un essai contrôlé randomisé multicentrique avec évaluation médico-économique.",PHRIP-18-0560,MOOV,321114.0,2018,,PHRIP
1,340780477.0,CHU MONTPELLIER,BAKHTI,Karima,Evaluation de l'intérêt de combiner la stimulation transcranienne avec la rééducation par réalité virtuelle pour améliorer la récupération fonctionnelle du membre supérieur après un accident vasculaire cérébral RE-ARM (REhabilitation of ARM),PHRIP-18-0731,RE-ARM,236891.7,2018,,PHRIP
2,750712184.0,AP-HP,BEAUCHET-FILLEAU,Marie,Analgésie par du MEOPA (Mélange Equimolaire d’Oxygène et de Protoxyde d’Azote) lors de la pose des sondes nasogastriques chez des enfants âgés de 3 mois à 3 ans.,PHRIP-18-0164,SONGER,161606.6,2018,,PHRIP
3,490017258.0,INSTITUT DE CANCEROLOGIE DE L'OUEST,BEAUMONT,Nathalie,Etude randomisée contrôlée évaluant l’impact de l’EDucation THérapeutique du patIent sur la TOxicité des inhibiteurs du checkpoint immunitaire en oncologie,PHRIP-18-0271,EDHITO,201900.575,2018,,PHRIP
4,750712184.0,AP-HP,BENOIT,Celine,Etude sur l’adhésion à une diète méditerranéenne dans une population de patient(e)s atteint(e)s de diabète de type 2.,PHRIP-18-0102,DietMed,208003.1,2018,,PHRIP
5,340780477.0,CHU MONTPELLIER,BERNARD,Christine,ESsai randomisé Contrôlé permettant d’évaluer une procédure d’Optimisation du Recrutement alvéolaire lors des Transports Effectués par des infirmiers anesthésistes.,PHRIP-18-0595,ESCORTE,126941.7,2018,,PHRIP
6,750712184.0,AP-HP,BOUSSELY,Fabien,Illumination infrarouge pour le cathétérisme veineux périphérique difficile en réanimation adulte: étude prospective randomisée multicentrique,PHRIP-18-0617,ICARE,219231.3,2018,,PHRIP
7,340780568.0,CLINIQUE DU SOUFFLE LA VALLONIE,CASTANYER,Adriana,Une intervention centrée sur la dimension affective de la dyspnée lors d’un séjour de réhabilitation respiratoire permet-elle un meilleur maintien des bénéfices en post-réhabilitation ?,PHRIP-18-0287,DYSPN-EMO,133321.92,2018,,PHRIP
8,370000481.0,CHU TOURS,CHESSÉ,Arnaud,Evaluation du programme de Psychoéducation Précoce en Individuel des Troubles Schizophréniques du patient hospitalisé : essai randomisé multicentrique,PHRIP-18-0123,PEPITS,347445.9,2018,,PHRIP
9,350005179.0,CHU RENNES,CITTÉ,Céline,Impact du monitoring de l’activité motrice par analyse vidéo sur le sommeil des nouveau-nés grands prématurés.,PHRIP-18-0541,NEOVIDEO,310242.1,2018,,PHRIP
10,350005179.0,CHU RENNES,DEMAURE,Nathalie,VentilAtion per opératoire en chirurgie CARdiaque avec pression expiratoire positive élévée associée à des Manœuvres de recrutement alvéolaire : impact sur le devenir post-opératoire.,PHRIP-18-0364,VACARM,466113.8,2018,,PHRIP
11,440000289.0,CHU NANTES,DEROUIN,Yvan,"Midlines posés hors unité de soins intensifs et réanimation : épidémiologie, incidence et facteurs associés aux effets secondaires",PHRIP-18-0705,MidDATA,368134.3,2018,,PHRIP
12,750140014.0,CH SAINTE ANNE,DUPOUY,Julie,Efficacité de l'application smartphone PHOENIX sur la prise en charge infirmière du craving chez des patients présentant un trouble addictif suivis en ambulatoire,PHRIP-18-0143,PHOENIX,267734.8,2018,,PHRIP
13,350005179.0,CHU RENNES,FALEUR,Claude,Intérêt de l’hypnose en réanimation au cours des procédures invasives chez le patient conscient,PHRIP-18-0299,HYPIC,110446.3,2018,,PHRIP
14,690781810.0,HCL,FORD CHESSEL,Carole,Evaluation des méthodes d’extrapolation ou d’estimation de la taille des enfants en réanimation pédiatrique par rapport à la méthode de référence de l’organisation mondiale de la santé (OMS).,PHRIP-18-0035,EvTaReaP,193599.5,2018,,PHRIP
15,330781196.0,CHU BORDEAUX,FRAISSE,Sonia,Caractérisation et quantification des troubles de la parole dans la Maladie de Huntington: identification de marqueurs acoustiques.,PHRIP-18-0389,TPMH,259929.945,2018,,PHRIP
16,690781810.0,HCL,GORIOT RAYNAUD,Nadege,Efficacité d'une technique de visualisation par infra-rouge pour l'acces veineux périphérique chez les patients atteints de mucoviscidose âgés de 12 ans et plus,PHRIP-18-0158,MUCOVEINE,128175.0,2018,,PHRIP
17,540023264.0,CHU NANCY,GRIGNON,Rachel,Evaluation d’une nouvelle stratégie de préparation des médicaments radioactifs technétiés à l’aide d’un automate innovant pour les examens de médecine nucléaire : impact sur la dosimétrie des opérateurs et sur la qualité des préparations,PHRIP-18-0620,AutoTec,148072.56,2018,,PHRIP
18,690781810.0,HCL,HUGENSCHMITT,Delphine,"Evaluation de l’efficacité de réchauffement par poches de chaud versus procédures standard chez un patient traumatisé grave. Etude interventionnelle quasi-expérimentale prospective de type série chronologique en périodes alternées de 1 semaine (On/Off), multicentrique.",PHRIP-18-0749,ThermoTrauma,262108.7,2018,,PHRIP
19,750712184.0,AP-HP,MEHAY,Daisy,Évaluation de l’impact d’une PROcédure de Mobilisation adaptée au risque d’EScarre des patients en REAnimation,PHRIP-18-0495,PROMES-REA,374468.9,2018,,PHRIP
20,140000100.0,CHU CAEN,MOITEAUX,Philippe,Etude de l’utilité d’un système d’illumination du réseau veineux pour la pose de voies veineuses périphériques chez des patients cirrhotiques.,PHRIP-18-0257,CIRRVVUS,239410.0,2018,,PHRIP
21,690780101.0,CH LE VINATIER,PETIT,Nicolas,Conception et évaluation pilote de la pertinence d'un Test des Inférences Pragmatiques informatisé pour l'évaluation des patients avec Troubles du Spectre Autistique âgés de 8 à 12 ans,PHRIP-18-0266,TIPI,130750.6,2018,,PHRIP
22,440000289.0,CHU NANTES,POTTIER,Anne,Comparaison de l'efficacité de deux techniques de pose de bandes de compression médicale par la mesure des pressions d'interface en fonction de l'inclusion ou non du talon chez des patients porteurs d'ulcères veineux ouverts : une étude comparative prospective de non infériorité .,PHRIP-18-0550,COMPARACHILLE,138096.5,2018,,PHRIP
23,420784878.0,CHU SAINT-ETIENNE,QUENUM,Yvonne,IMPACT DU PLAN DE CRISE CONJOINT SUR LA DURÉE DES MESURES D'ISOLEMENT EN PSYCHIATRIE,PHRIP-18-0686,PLANCO-ISO,282109.5,2018,,PHRIP
0,310781406.0,CHU TOULOUSE,BALAGUER,Mathieu,Validité d’une tâche de Décodage Acoustico Phonétique Automatisée sur les Déficits Anatomo-Fonctionnels dans l’Évaluation paramédicale des troubles de la parole des patients traités pour un cancer de la cavité buccale ou de l’oropharynx,PHRIP-19-0004,DAPADAF-E,242038.0,2019,,PHRIP
1,490000031.0,CHU ANGERS,BARETTE LEFIEUX,Amélie,KinHémo – Impact sur la condition physique d’une intervention kinésithérapique précoce avec un programme standardisé de thérapie par l’exercice chez les patients adultes recevant une chimiothérapie intensive d’induction pour le traitement d’une leucémie aiguë lors d’une hospitalisation prolongée. Essai contrôlé randomisé multicentrique.,PHRIP-19-0057,KinHémo,305327.0,2019,,PHRIP
2,750712184.0,AP-HP,BLANDIN,Marie-Christine,Dépistage actigraphique des mouvements périodiques des membres inférieurs chez les patients lésés médullaires : évaluation d’une procédure diagnostique,PHRIP-19-0046,ACTI-MPJ-BM,164145.0,2019,,PHRIP
3,690000880.0,CENTRE LEON BERARD,BOISBOUVIER,Sophie,Evaluation du dispositif d’imagerie ExacTrac® pour la qualité du repositionnement des patients bénéficiant d’une radiothérapie externe ORL,PHRIP-19-0085,ST-IGRT-ORL ,129100.0,2019,,PHRIP
4,860780048.0,CH HENRI LABORIT,BOISVERT,Cécile,Prise en charge infirmière des anomalies de sommeil et du rythme circadien par luminothérapie et/ou un programme court de psychoéducation chez des patients souffrant de troubles bipolaires,PHRIP-19-0029,BIPLUMINO,251185.0,2019,,PHRIP
5,750712184.0,AP-HP,BONNYAUD,Céline,Caractérisation et identification de paramètres de la motricité issus d’évaluations instrumentales innovantes chez les patients atteints de dystrophie musculaire des ceintures,PHRIP-19-0091,EIDY,156400.0,2019,,PHRIP
6,430000018.0,CH LE PUY - EMILE ROUX,BREYSSE,Severine,Programme d’Education Thérapeutique et d’Accompagnement infirmier chez les Patientes traitées par Hormonothérapie pour un cancer du sein non métastatique,PHRIP-19-0037,ETAPH,384105.0,2019,,PHRIP
7,310781406.0,CHU TOULOUSE,CATELLA,Emilie,Rééducation des fonctions exécutives dans les activités de la vie quotidienne des patients cérébrolésés : Apports d’un outil informatisé de rééducation simulant un environnement réel,PHRIP-19-0120,ReFEx,271404.0,2019,,PHRIP
8,370000481.0,CHU TOURS,CLAIRE,Rémi,Utilisation de la réalité virtuelle immersive pour entrainer les capacités de traitement multisensoriel des enfants de 8 à 16 ans avec un Trouble du Spectre de l'Autisme : Etude pilote randomisée,PHRIP-19-0020,SEVIRE,212749.0,2019,,PHRIP
9,760780239.0,CHU ROUEN,CONSIGLIO,Mélanie,Efficacité d’une procédure visant à améliorer la réalisation de la douche préopératoire en chirurgie programmée,PHRIP-19-0108,PRODOUCH'OP,226144.0,2019,,PHRIP
10,750712184.0,AP-HP,CREHALET MONNIER,Mélissa,Evaluation de l’efficacité de la hypnoanalgésie en per-opératoire dans la prise en charge des lavages articulaires en rhumatologie,PHRIP-19-0008,HypnoArt,180929.0,2019,,PHRIP
11,760780239.0,CHU ROUEN,DAVID,Christele,"Sécurité NUTritionnelle d’un Régime Alimentaire hypocalorique, hyperprotidique avant Chirurgie de l’OBésité",PHRIP-19-0042,NUTRACOB,206365.0,2019,,PHRIP
12,340780568.0,CLINIQUE DU SOUFFLE LA VALLONIE,DUBOIS,Myriam,Caractérisation de la fatigue et impact sur l’évolution de la performance physique au cours d’un programme de réhabilitation respiratoire chez des patients atteints de bronchopneumopathie chronique obstructive. ,PHRIP-19-0032,PROMOD,158006.0,2019,,PHRIP
13,910150010.0,CH FREDERIC HENRI MANHES,GALTIER,Damien,« Impact des ateliers de cuisine thérapeutique dans la prise en charge du patient adulte vivant avec une obésité sur l’équilibre alimentaire : étude interventionnelle randomisée en clusters de type stepped wedge ». Projet CuisTO (Cuisine Thérapeutique du patient Obèse),PHRIP-19-0170,CuisTO,288437.0,2019,,PHRIP
14,690781810.0,HCL,GENTIL,Claire,Evaluation d’un programme d’ACCOMpagnement des patients dans la Prévention des risques liés à l’impact des troubles cognitifs sur la conduite Automobile en Gériatrie et Neurologie ,PHRIP-19-0034,ACCOMPAGNE,293233.0,2019,,PHRIP
15,690781810.0,HCL,GUIER,Anne,"Evaluation d’une stratégie de prise en charge des brûlures fibrineuses du deuxième degré intégrant un pansement hydro-détersif : étude prospective, contrôlée, ouverte, randomisée, multicentrique",PHRIP-19-0089,HYDRa-B,309031.0,2019,,PHRIP
16,290000017.0,CHU BREST,GUIGO,Samuel,Evaluation de l’intérêt d’une procédure simulée réalisée sur modèle imprimé dans le traitement endovasculaire des anévrismes carotido-sylviens. ,PHRIP-19-0025,ANEV3D,76342.0,2019,,PHRIP
17,140000100.0,CHU CAEN,HARDEL,Maryel,Rééducation des troubles olfactifs après un accident vasculaire cérébral chez l’adulte.,PHRIP-19-0012,RE-OLF,200402.0,2019,,PHRIP
18,420784878.0,CHU SAINT-ETIENNE,HUGONARD,Genevieve,Etude de l’impact sur l’évolution de la maladie à moyen terme de la mise en place d’un système de Suivi Prolongé par Entretien téléphonique des patients présentant un Trouble du Comportement Alimentaire organisé par les IDE du centre référent TCA,PHRIP-19-0018,SPETCA ,254678.0,2019,,PHRIP
19,940016819.0,LES HOPITAUX DE SAINT-MAURICE,LEBRAULT,Hélène,Rééducation expérimentale des troubles des fonctions exécutives chez l’enfant cérébro-lésé avec l’approche CO-OP (Cognitive Orientation to daily Occupational Performance).,PHRIP-19-0074,REFECO-OP,150500.0,2019,,PHRIP
20,370000481.0,CHU TOURS,LOURDEL,Céline,Efficacité du e-Learning et du jeu de rôle pour la formation des soignants des EHPAD à l’accompagnement de l’agitation dans les maladies neurodégénératives : essai randomisé en cluster – I-Learn,PHRIP-19-0052,I-Learn,148786.0,2019,,PHRIP
21,290000017.0,CHU BREST,OLIVARD,Isabelle,Impact du Newborn Behavioral Observation (NBO) sur la qualité de l’interaction mère-enfant en cas de prématurité modérée,PHRIP-19-0116,NBO-Trial,82282.0,2019,,PHRIP
22,340780477.0,CHU MONTPELLIER,PANIEGO,Jérôme,Prédiction par échographie de l’échec du cathétérisme artériel radial chez les patients opérés d’une chirurgie cardiaque ou aortique : une étude prospective.,PHRIP-19-0055,EPRAC,110789.0,2019,,PHRIP
23,750712184.0,AP-HP,PASTRE,Hélène,"Vers un meilleur accompagnement des personnes atteintes du syndrome de Prader-Willi : Evaluation d’un programme de soins alliant Activité Physique Adaptée, Nutrition et Education Thérapeutique",PHRIP-19-0161,APHYNET,262192.0,2019,,PHRIP
24,290000017.0,CHU BREST,PERAN,Loic,Intérêt de l’électrostimulation neuromusculaire combinée des quadriceps et des triceps suraux lors d’un programme de réhabilitation respiratoire dans la BPCO.,PHRIP-19-0094,COMBIELEC,231507.0,2019,,PHRIP
25,310781406.0,CHU TOULOUSE,PIROU,Enora,Dysfonction sexuelle chez la femme hypertendue selon l’observance médicamenteuse : étude transversale multicentrique.,PHRIP-19-0009,DYSFHO,309822.0,2019,,PHRIP
26,750712184.0,AP-HP,POLITI,Sophie,Évaluation de l’apport du repérage échographique lors de la pose d’une voie veineuse périphérique par des infirmiers en réanimation pédiatrique : essai clinique multicentrique randomisé contrôlé,PHRIP-19-0026,ELARE,191663.0,2019,,PHRIP
27,750712184.0,AP-HP,RÖREN,Alexandra,Efficacité d’un programme multidisciplinaire court d’éducation et de rééducation chez les patients ayant une lombalgie non spécifique subaiguë ou chronique,PHRIP-19-0122,LOMBAFAST,431496.0,2019,,PHRIP
28,330781196.0,CHU BORDEAUX,ROUMIGUIERE,Carole,Pratiques d’accompagnement des PROches de Patients en phase AGonique par une Equipe interdisciplinaire.,PHRIP-19-0043,PROPAGE2,221059.0,2019,,PHRIP
29,690000880.0,CENTRE LEON BERARD,ROUX,Pascale,Evaluation de l’effet d’une éducation thérapeutique en activité physique adaptée et en diététique sur la reproductibilité des séances des radiothérapies pour les cancers de la prostate.,PHRIP-19-0083,ETADAPT,182060.0,2019,,PHRIP
30,290000017.0,CHU BREST,TANGUY,Marie-Laure,Evaluation d’un programme de prévention des COmplications de la CORticothérapie au long cours dirigé par l’Infirmière d’éduCatiOn thérapeutique.,PHRIP-19-0148,COCORTICO,150965.0,2019,,PHRIP
31,630780989.0,CHU CLERMONT-FERRAND,VIDAL,Périne,Étude de l’impact de l’utilisation d’un outil d’aide à la décision de contention mécanique des patients hospitalisés en réanimation. Essai multicentrique randomisé en stepped-wedge.,PHRIP-19-0079,ARBORea,458516.0,2019,,PHRIP
32,750712184.0,AP-HP,VILLAIN,Marie,Développement d’un outil d’évaluation de la prosodie réceptive dans les suites d’un AVC droit : Utilisation du paradigme de « reverse correlation » ,PHRIP-19-0164,ProsAVC,170822.0,2019,,PHRIP
33,850000019.0,CH LA ROCHE SUR YON,ZINZONI,Vanessa,"Comparaison de deux méthodes de FIXAtions de sonde d’inTUBation en réanimation: bandes adhésives élastiques versus cordon dans une gaine plastique. Une étude contrôlée multicentrique randomisée, en cluster et en crossover. ETUDE FIXATUB",PHRIP-19-0140,FIXATUB,489862.0,2019,,PHRIP
0,690000880.0,CENTRE LEON BERARD,BOUCAUD,Alexandra,Evaluation de l’intérêt d’une « mise en position naturelle du bassin » sur la qualité du repositionnement osseux des patientes recevant une radiothérapie pelvienne.,PHRIP-20-0292,PelvTilt-RT,277240.0,2020,,PHRIP
1,760780239.0,CHU ROUEN,BOUJIBAR,Fairuz,Intérêt d’une réhabilitation intensive en postopératoire immédiat de résection pulmonaire par voie d’abord mini invasive : une étude contrôlée randomisée,PHRIP-20-0174,IRPOL,196038.0,2020,,PHRIP
2,590780193.0,CHRU LILLE,CARIN,Gaëtan,Impact de la mise en place d’une plateforme numérique de reconditionnement physique et psychosocial après une chirurgie néoplasique par œsophagectomie partielle,PHRIP-20-0277,CORPPS,255606.0,2020,,PHRIP
3,10000024.0,CENTRE HOSPITALIER DE FLEYRIAT,CATHERINE-BONNICI,Julie,Extubation en pression expiratoire positive versus extubation avec aspiration endo-trachéale chez les patients de réanimation. Étude prospective randomisée multicentrique. ,PHRIP-20-0256,ExSuPEEP,356486.0,2020,,PHRIP
4,340025139.0,GCS CIPS,CAULIER,Frédéric,Etude multicentrique randomisée contrôlée comparant l’efficacité de la réhabilitation respiratoire dispensée en hospitalisation complète vs hospitalisation de jour chez des malades respiratoires chroniques.,PHRIP-20-0181,COMPAR-R,146712.0,2020,,PHRIP
5,690780101.0,CH LE VINATIER,CHALANCON,Benoît,Evaluation de l’efficacité de la mise en place d’un plan de protection par l’infirmier des urgences pour prévenir la réitération suicidaire – essai contrôlé randomisé multicentrique nationale en stepped-wedge_x000D_.,PHRIP-20-0223,PROTECT,387986.0,2020,,PHRIP
6,370000481.0,CHRU DE TOURS,CLÉNET,Nolwenn,"Impact de la pratique du peau à peau lors du transfert entre la salle de naissance et l’unité de soins chez le nouveau-né grand prématuré : essai randomisé contrôlé, de non infériorité, en ouvert.",PHRIP-20-0230,TRANSPAPNEO,177202.0,2020,,PHRIP
7,130786049.0,APHM,CLOQUELL,Pascale,"Effets d’un training multi-sensoriel impliquant les parents dans un cycle calmant, dès la période en incubateur, sur le comportement à terme du grand prématuré né entre 24 et 32 SA, évalué par l’échelle neuro-comportementale NNNS (NICU Network Neurobehavioral Scale)._x000D_",PHRIP-20-0271,PIVOT,216643.0,2020,,PHRIP
8,340000207.0,ICM - INSTITUT DU CANCER DE MONTPELLIER,FARAVEL,Kerstin,Etude de phase 3 randomisée évaluant l'efficacité d'une intervention combinée de Kinésithérapie et Yoga intégrant un Projet Educatif chez des patientes présentant des douleurs avérées liées à l'hormonothérapie après un cancer du sein.,PHRIP-20-0265,SKYPE 2,246796.0,2020,,PHRIP
9,750150252.0,CLINIQUE MEDICALE EDOUARD RIST,FOUSSIER,Anaïs,Traitements psychotropes et sexualité chez les adolescents et jeunes adultes,PHRIP-20-0163,Sex-T-ADO,135782.0,2020,,PHRIP
10,670780055.0,HOPITAUX UNIVERSITAIRES DE STRASBOURG,GAULIER,Claire-Charlotte,"Etude d’efficacité sur des critères de qualité de vie d'une application numérique sur tout téléphone portable (OnKO-Tips&Tricks) permettant le suivi quotidien, la mise en place d’un programme d’ETP et un lien direct avec l’infirmière coordinatrice des unités s’occupant spécifiquement des adolescents et des jeunes adultes diagnostiqués pour un cancer",PHRIP-20-0305,OnKoT&T2.0,335777.0,2020,,PHRIP
11,330781287.0,CH CHARLES PERRENS,GONSALVES,Claire,Impact du Questionnaire Préventif de la Gestion des Émotions sur les taux d'isolement et de contention mécanique en unité d'admission psychiatrique.,PHRIP-20-0161,PACT,113622.0,2020,,PHRIP
12,690000575.0,CH NORD OUEST - VILLEFRANCHE,GOUTTE,Sylvie,Impact des doudous pieuvre sur le nombre de gestes douloureux subis par les prématurés de 30 SA et plus en néonatologie,PHRIP-20-0262,TENTA-COOL,123096.0,2020,,PHRIP
13,350005179.0,CHU DE RENNES,GRANGER,Magali,"Hypnose versus Mélange Equimolaire d'Oxygène et de Protoxyde d'Azote (MEOPA) lors d’une biopsie ostéo-médullaire : étude clinique, contrôlée, randomisée, multicentrique.",PHRIP-20-0185,QUALHYBOM,145247.0,2020,,PHRIP
14,140000100.0,CHU DE CAEN NORMANDIE,GUILLOUËT,Erwan,"IMPACT D’UNE FORMATION EN SIMULATION PROCEDURALE DES INFIRMIER(E)S DANS LA DIMINUTION DES EVENEMENTS INDESIRABLES LIES A LA PONCTION DE FISTULE ARTERIO VEINEUSE DES PATIENTS HEMODIALYSES CHRONIQUES. ETUDE PROSPECTIVE, COMPARATIVE, RANDOMISEE",PHRIP-20-0175,SIMFAV2,339742.0,2020,,PHRIP
15,870000015.0,CHU DE LIMOGES,LAVIGNE,Cassandre,"Effets du programme COTID (Community Occupational Therapist in Domicile) et d’une prise en soins ergothérapique habituelle sur la récidive de chutes à 12 mois de personnes âgées atteintes de troubles neurocognitifs et ayant été hospitalisées pour chute, après leur retour à domicile. Etude pilote.",PHRIP-20-0254,ErgoFallsPilote,115070.0,2020,,PHRIP
16,340780477.0,CHU MONTPELLIER,LE PERF,Gaël,Efficacité d’un programme d'éducation aux neurosciences de la douleur sur l'activité physique du patient lombalgique chronique. Essai contrôlé randomisé.,PHRIP-20-0259,END-LC,156045.0,2020,,PHRIP
17,350005179.0,CHU DE RENNES,MEURET,Ludovic,Effet comparé d’une échelle de confort et d’une échelle numérique de douleur sur la consommation d’opiacés en salle de surveillance post-interventionnelle,PHRIP-20-0169,COMFORT,173235.0,2020,,PHRIP
18,860014208.0,CHU DE POITIERS,NASSIRI,Florian,"Evaluation de la performance des manipulateurs d’électroradiologie médicale spécifiquement formés à la lecture radiographique du squelette appendiculaire, à émettre un avis consultatif aux urgences, assistés ou non d'un logiciel d'intelligence artificielle. ",PHRIP-20-0248,PARADIS 2,251665.0,2020,,PHRIP
19,750712184.0,ASSISTANCE PUBLIQUE AP-HP,PAREJO MARGALLO,Petra,Effets de la yogathérapie comparée à la kinésithérapie dans la spondyloarthrite axiale (axSPA) modérée : une étude randomisée contrôlée multicentrique._x000D_,PHRIP-20-0272,YOKISPA,299568.0,2020,,PHRIP
20,750712184.0,ASSISTANCE PUBLIQUE AP-HP,PICARD-DUBOIS,Diane,Effets d’une rééducation linguale ciblée sur le génioglosse dans le SAOS modéré : essai contrôlé randomisé,PHRIP-20-0260,SAOSGENIO,245688.0,2020,,PHRIP
21,750712184.0,ASSISTANCE PUBLIQUE AP-HP,POUPLIN,Samuel,Installation posturale des usagers porteurs d’une maladie neuromusculaire : élaboration d’un score pronostique d’un changement sur l’assise du fauteuil roulant ,PHRIP-20-0187,BPIP Score-MNM,285489.0,2020,,PHRIP
22,950110080.0,CENTRE HOSPITALER RENE DUBOS PONTOISE,QUILLIEN,Vella,Effet de l’abstention de garrot sur la réduction de la douleur lors des prélèvements veineux des personnes âgées : Essai randomisé NO-GARROT ,PHRIP-20-0165,NO-GARROT,156855.0,2020,,PHRIP
23,420784878.0,CHU SAINT-ETIENNE,RAMBAUD,Alexandre,OPTIMISATION DE LA REEDUCATION APRES RECONSTRUCTION DU LIGAMENT CROISE ANTERIEUR DANS LA PREMIERE PHASE DE RETOUR AU SPORT.,PHRIP-20-0198,ORACL-Run,449281.0,2020,,PHRIP
24,690781810.0,HOSPICES CIVILS DE LYON,RAVOT,Christine,"PRICOAGE:  Création, déploiement et évaluation d’un référentiel de compétences infirmier pour le suivi des patients âgés atteints de cancer sous chimiothérapie orale",PHRIP-20-0183,PRICOAGE,278934.0,2020,,PHRIP
25,130786049.0,APHM,SABADELL,Véronique,REhabilitation orthophonique intensive PREOpératoire de l’Epilepsie temporale pharmaco-résistante,PHRIP-20-0286,REPREO,353625.0,2020,,PHRIP
26,430000018.0,CENTRE HOSPITALIER LE PUY - EMILE ROUX,SOULIER,David,Impact de l’Orientation du biseau sur la ponction de la Fistule Artério-Veineuse en séance d’hémodialyse : Etude comparative randomisée multicentrique ,PHRIP-20-0245,FAVORI,396037.0,2020,,PHRIP
27,310781406.0,CHU DE TOULOUSE,TRANIER,Anne-Marie,Évaluation de l’intérêt d’un soin cutané comprenant 3 enveloppements et soins du cuir chevelu quotidiens consécutifs chez des patients atteints d’ichtyose héréditaire modérée à sévère,PHRIP-20-0195,EnvelopIchtyose,173948.0,2020,,PHRIP
28,720000025.0,CENTRE HOSPITALIER DU MANS,VALLEROY,Julie,Impact du choix des sites de pose des sondes gastriques (nasal vs oral) sur l'incidence des pneumopathies nosocomiales acquises par ventilation mécanique et les autres complications en réanimation. ,PHRIP-20-0278,SONG,519445.0,2020,,PHRIP
