,Finess,Nom de l'établissement,NomInvestigateur,PrénomInvestigateur,TitreProjet,NuméroProjet,Acronyme,MontantAccordé,Année,Type,Projet
98,340780477,CHU MONTPELLIER,VENAIL, Frédéric ,Evaluation a long terme de la dilatation tubaire dans les dysfonctions obstructives chroniques de la trompe d’eustache,13-010,EDITO,74843.0,2013,I,PHRC
99,330781196,CHU HOPITAUX DE BORDEAUX,VERDUN ESQUER ,Catherine,Evaluation de la contamination interne par les médicaments anticancéreux du personnel infirmier en Etablissement de soins,13-077,CACIES,199203.0,2013,I,PHRC
100,750712184,ASSISTANCE PUBLIQUE AP-HP,YIOU,René,Injection Péri-Sphinctérienne de Myofibres Autologues pour le traitement de l’incontinence urinaire par insuffisance sphinctérienne : un essai de phase II,13-034,IPSMA,102000.0,2013,I,PHRC
0,300780038,CHU NIMES,ABBAR,Mocrane,"La thérapie cognitive-comportementale de groupe versus la thérapie de soutien individuelle pour la prévention de la récidive de tentative de suicide: étude de supériorité, multicentrique, randomisée avec les évaluateurs en aveugle ",14-0241,G-PACTS,673819.0,2014,N,PHRC
1,350005179,CHU DE RENNES,ARVIEUX,Cédric ,EValuation comparative de faibles et fortes doses de Rifampicine dans le traitement des Infections Ostéo-articulaires à staphylocoques,14-0487,EVRIOS,501843.8,2014,N,PHRC
2,750712184,ASSISTANCE PUBLIQUE AP-HP,AZIZI,Michel ,Stenting des sténoses athéroscléreuses des artères rénales chez les patients ayant une hypertension artérielles résistante ,14-0386,ANDORRA,571243.6,2014,N,PHRC
3,690781810,HOSPICES CIVILS DE LYON,BADET,Lionel,Évaluation Clinique de la Transplantation Laryngée,14-0522,ECLAT,441715.3,2014,N,PHRC
4,440000289,CHU DE NANTES,BARBAROT,Sébastien," Etude multicentrique, randomisée, en simple aveugle évaluant l’impact d’une session individuelles d’éducation thérapeutique dans la dermatite atopique de l’enfant modérée à sévère.  ",14-0204,EDU-DA,256859.1,2014,N,PHRC
5,690781810,HOSPICES CIVILS DE LYON,BARREY,Cédric,"Traitement chirurgical du déséquilibre sagittal de l’adulte par tige pré-cintrée : Essai contrôlé randomisé en double-aveugle, multicentrique",14-0455,PROFILE,527829.76,2014,N,PHRC
6,750712184,ASSISTANCE PUBLIQUE AP-HP,BELLANNE-CHANTELOT,Christine,Etude observationnelle de l’impact sur l’issue de la grossesse de deux stratégies standardisées de prise en charge thérapeutique chez des femmes ayant un diabète MODY2.,14-0247,MODY2-P,252629.1,2014,N,PHRC
7,300780038,CHU NIMES,BENSIMON,Gilbert,"Efficacité, pharmacodynamie et sécurité de l’interleukine-2 à faible dose (ld-IL-2), en tant que stimulant des lymphocytes T régulateurs (Tregs) à visée thérapeutique anti-neuro-inflammatoire, chez des patients présentant une Sclérose Latérale Amyotrophique (SLA) nouvellement disgnostiquée : un essai randomisé, contrôlé, mené en double aveugle",14-0077,MIROCALS,1122428.8,2014,N,PHRC
8,750712184,ASSISTANCE PUBLIQUE AP-HP,BENVENISTE,Olivier,Cyclophosphamide et Azathioprine vs Tacrolimus au cours des pneumopathies infiltrantes diffuses liées au syndrome des antisynthétases : essai thérapeutique multicentrique randomisé de phase III. ,14-0217,CATR-PAT,513503.9,2014,N,PHRC
9,370000481,CHRU DE TOURS,BERNARD,Louis ,Relais Oral Dans les Endocardites du coeur gauche à staphylOcoque multi-sensible,14-0239,RODEO,760618.3,2014,N,PHRC
10,330781196,CHU HOPITAUX DE BORDEAUX,BILLEAUD,Claude,Comparaison de l'effet de la pasteurisation et du traitement par haute pression du lait maternel sur la croissance du prématuré de = ou < 32 semaines d'aménorrhée et/ou moins  = ou < 1500G et sur la  composition du lait en facteurs nutritionnels et facteurs humoraux de défense ,14-0212,Hpmilk,1329725.1,2014,N,PHRC
11,540002078,CHU DE NANCY,BOLLAERT,Pierre-Edouard ,Effets du contrôle de l’inflation hydro-sodée chez les patients en réanimation,14-0224,POINCARE,490279.1205961515,2014,N,PHRC
12,750110025,CHNO DES QUINZE-VINGT PARIS,BORDERIE,Vincent ,Efficacité des gouttes de sérum autologue dans la cicatrisation des ulcérations cornéenne résistantes au traitement conventionnel : étude prospective en double insu comparant le collyre de sérum autologue ou allogénique avec des gouttes de hyaluronate de sodium.,14-0361,SERULCO,486842.7,2014,N,PHRC
13,750712184,ASSISTANCE PUBLIQUE AP-HP,BOUGLE,Adrien,Comparaison d’une durée de traitement antibiotique de 8 jours versus 15 jours des pneumopathies acquises sous ventilation mécanique à Pseudomonas aeruginosa : étude randomisée multicentrique,14-0515,DIAPASON,575164.2,2014,N,PHRC
14,750712184,ASSISTANCE PUBLIQUE AP-HP,BOUSSON,Valérie,Traitement de l’ostéome ostéoïde : étude de non-infériorité de trois perfusions d’acide zolédronique par rapport à une destruction tumorale percutanée,14-0498,BISPHOO,387238.0,2014,N,PHRC
15,310781406,CHU DE TOULOUSE,BREFEL-COURBON,Christine ,"Evaluation des effets antalgiques de l’OXYcodone LP et de la L-Dopa, versus placebo, dans les DOuleurs neuropathiques centrales du patient PArkinsonien : Essai OXYDOPA  ",14-0044,OXYDOPA,774538.25,2014,N,PHRC
16,420784878,CHU SAINT-ETIENNE,BUCHMULLER,Andrea,Prévention secondaire de maladie veineuse thrombo-embolique pendant la grossesse par héparine de bas poids moléculaire: étude randomisée de deux doses ,14-0088,HIGHLOW,799918.9,2014,N,PHRC
17,440000289,CHU DE NANTES,BUFFENOIR,Kevin,"Stimulation du cône médullaire par électrodes 5 colonnes versus traitement médical dans les névralgies pudendales réfractaires : un essai randomisé, contrôlé, multicentrique. ",14-0425,StimCone,127529.6,2014,N,PHRC
18,310781406,CHU DE TOULOUSE,BURA-RIVIERE,Alessandra,"Transplantation autologue de cellules mesenchymateuses/cellules souches dérivées du tissu adipeux, chez des patients avec une ischémie critique des membres inférieurs: étude de phase II.",14-0481,ACellDream2,891917.0,2014,N,PHRC
19,490000031,CHU D'ANGERS,CALES,Paul,Etude randomisée en double aveugle du carvedilol en prévention secondaire de la rupture de varice œsophagienne traitée par ligature endoscopique au cours de la cirrhose alccolique,14-0380,Carvivol,893207.4,2014,N,PHRC
20,750712184,ASSISTANCE PUBLIQUE AP-HP,CARBONNEL,Franck ,"Essai randomisé, controlé, multicentrique, en double-aveugle, évaluant l'efficacité de l'éradication d' AIEC dans la maladie de CROHN iléale ou iléocolique droite de l'adulte",14-0315,DREAM,155227.6,2014,N,PHRC
21,750712184,ASSISTANCE PUBLIQUE AP-HP,CHALUMEAU,Martin,Exposition aux AINS et survenue de complications suppuratives locorégionales des pharyngites chez l’enfant : enquête cas-témoins nationale,14-0109,AINS-II,278700.1,2014,N,PHRC
22,750712184,ASSISTANCE PUBLIQUE AP-HP,COHEN AUBART,Fleur,Comparaison du cyclophosphamide et de l'infliximab en traitement d'induction des sarcoïdoses extra-thoraciques résistantes ,14-0531,EFIR-ES,651669.5399999999,2014,N,PHRC
23,590780193,CHRU LILLE,COLLINET,Pierre,Apport de la chirurgie première dans la prise en charge de l'infertilité des patientes présentant une endométriose colorectale : Chirurgie complète puis FIV versus FIV d'emblée,14-0192,ENDOFERT,348582.0,2014,N,PHRC
24,750712184,ASSISTANCE PUBLIQUE AP-HP,COMBES,Alain ,ECMO veino-artérielle pour la prise en charge des infarctus du myocarde compliqués de choc cardiogénique,14-0337,ANCHOR,751369.3,2014,N,PHRC
25,750712184,ASSISTANCE PUBLIQUE AP-HP,DELCHIER,Jean-Charles,"Comparaison de l'efficacité du traitement séquentiel . Guide par la détection de la résistance aux macrolides par PCR et de la quadrithérapie bismuthée au traitement séquentiel classique  de l'infection à  Helicobacter pylori: Essai controlé, multicentrique, randomisé",14-0411,HEPYSE,595785.9,2014,N,PHRC
26,370000481,CHRU DE TOURS,DEQUIN,Pierre-François,Influence de la corticothérapie à doses faibles sur l’évolution des pneumopathies aiguës communautaires graves.,14-0575,CAP-CODE ,1749962.5,2014,N,PHRC
27,590780193,CHRU LILLE,DERUELLE,Philippe ,Programme d'accompagnement personnalisé électronique pour une prise en charge de l'obésité au cours de la grossesse afin d'améliorer l'accouchement,14-0452,ePPOP-ID,586619.1,2014,N,PHRC
28,250000015,CHU BESANCON,DESMETTRE,Thibaut,Evaluation d’une méthode échographique rapide (la méthode READ) pour le diagnostic d’insuffisance cardiaque aiguë chez le sujet âgé admis aux urgences pour insuffisance respiratoire aigüe,14-0582,READ,381681.3,2014,N,PHRC
29,350005179,CHU DE RENNES,DROITCOURT,Catherine,"Essai PRAgmatique randomisé multicentrique en double-aveugle contre placebo dans la Dermatite Atopique, testant le contrôle sur le long terme d’une supplémentation orale en vitamine D en traitement additionnel au traitement standard, couplé à un essai exploratoire sur la photothérapie UV à doses filées pendant la période hivernale",14-0284,PRADA,918419.7,2014,N,PHRC
30,590780193,CHRU LILLE,DUCLOY-BOUTHORS,Anne-Sophie ,Impact de l'acide tranéxamique sur la réduction du saignement actif au cours des césariennes hémorragiques: étude multicentrique randomisée thérapeutique dose-effet double aveugle versus placebo.,14-0032,TRACES,396082.3,2014,N,PHRC
31,630780989,CHU DE CLERMONT-FERRAND,DURIF,Franck,"Evaluation de l’effet d’injections de toxine botulinique dans le traitement du tremblement du chef par une étude multicentrique, contrôlée, randomisée, en double aveugle versus placebo ",14-0058,Btx-HT,513957.69999999995,2014,N,PHRC
32,380780080,CHU GRENOBLE,EGO,Anne,"Impact sur le dépistage des enfants de petit poids pour l'âge gestationnel, d'une surveillance longitudinale de la croissance foetale par utilisation d'une courbe de hauteur utérine ajustée individuelle au 3ème trimestre ",14-0442,HPAG,631050.5,2014,N,PHRC
33,130786049,APHM,EUSEBIO,Alexandre ,Etude de l’efficacité de la rivastigmine sur les troubles moteurs et cognitivo-comportementaux dans la paralysie supranucléaire progressive,14-0606,RIVA-PSP,675484.48,2014,N,PHRC
34,440000289,CHU DE NANTES,FAKHOURI,Fadi ,"Etude multicentrique, prospective, ouverte visant à évaluer une stratégie raisonnée d’arrêt de l’eculizumab chez les patients atteints de Syndrome Hémolytique et Urémique atypique (SHUa)",14-0118,STOPECU,361933.7,2014,N,PHRC
35,60785011,CHU DE NICE,FERRARI,Emile,Evaluation de la dénervation artérielle pulmonaire dans l’hypertension artérielle pulmonaire,14-0448 ,DENERV-AP,578531.85,2014,N,PHRC
36,860780980,CHU DE POITIERS,FRAT,Jean-Pierre,"Comparaison d’une pré-oxygénation par ventilation non invasive avec une oxygénothérapie nasale à haut débit pour l’intubation des patients de réanimation en insuffisance respiratoire aiguë : étude prospective, randomisée, contrôlée.",14-0335,FLORALI-2,395993.4,2014,N,PHRC
37,750712184,ASSISTANCE PUBLIQUE AP-HP,FREUND,Yonathan,Règle PERC pour exclure le diagnostic d’Embolie Pulmonaire aux urgences : un essai randomisé contrôlé de non-infériorité,14-0355,PROPER,489329.2,2014,N,PHRC
38,630780989,CHU DE CLERMONT-FERRAND,FUTIER,Emmanuel ,"Antibioprophylaxie combinée orale et intraveineuse pour la prévention des infections du site opératoire en chirurgie colorectale élective : étude prospective, randomisée, contrôlée, multicentrique en double aveugle.",14-0060,COMBINE,811881.1,2014,N,PHRC
39,750712184,ASSISTANCE PUBLIQUE AP-HP,GAJDOS,Vincent,Efficacité de l'association Nébulisation d'adrénaline - Dexamethasone orale dans la prise en charge des bronchiolites aiguës du nourrisson aux urgences pédiatriques : essai multicentrique en double insu,14-0372,EPIDEX,780771.5,2014,N,PHRC
40,870000015,CHU DE LIMOGES,GAUTHIER,Tristan,Allo-transplantations utérines à partir de greffons utérins issus de donneuses en état de mort encéphalique.,14-0463,ATU,873173.2699999999,2014,N,PHRC
41,670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,GOTTENBERG,Jacques-Eric ,Essai randomisé contrôlé multicentrique pragmatique comparant la triple association de traitements de fond conventionnels à l'association méthotrexate et biothérapie chez les patients ayant une polyarthrite rhumatoïde avec une réponse insuffisante au méthotrexate ,14-0556,BIO3,693854.1,2014,N,PHRC
42,750712184,ASSISTANCE PUBLIQUE AP-HP,GRACIES,Jean-Michel ,"Impact neuroprotecteur, moteur et cognitif du travail aérobie prolongé à haute intensité dans la maladie de Parkinson. Comparaison de deux programmes de réentraînement à l’effort d’intensités différentes et d’un programme de kinésithérapie conventionnelle appliqués pendant 9 mois.",14-0458,AEROPROTECT,986790.4,2014,N,PHRC
43,440000289,CHU DE NANTES,GRAS-LE-GUEN,Christèle,Evaluation de la performance diagnostique d'un nouvel algorithme dans la prise en charge des suspicions d'infection materno-fœtale; impact sur l'exposition aux antibiotiques et aux actes invasifs des nouveau-nés. ,14-0015,DIACORD,490162.7,2014,N,PHRC
44,60785011,CHU DE NICE,GUGENHEIM,Jean,Chirurgie bariatrique pour les patients insuffisants rénaux chroniques obèses,14-0508,BOKID,742876.5,2014,N,PHRC
45,340780477,CHU MONTPELLIER,GUILLAUME,Sébastien,Impact du Denosumab dans la prévention de la perte osseuse chez des femmes non ménopausées souffrant d'anorexie,14-0216,DIBLAN,636196.7,2014,N,PHRC
46,970408589,CHR LA REUNION,HARPER,Luke ,Temps de transit cortical mesuré en scintigraphie rénale comme marqueur précoce de l’obstacle significatif dans le syndrome de la jonction pyélo-urétérale de diagnostic anténatal.,14-0112,jump,451867.8,2014,N,PHRC
47,750712184,ASSISTANCE PUBLIQUE AP-HP,HENRY,Patrick ,Etude multicentrique prospective randomisée comparant 2 modes d’administration de la même dose journalière d’aspirine chez les patients diabétiques avec syndrome coronaire aigu.,14-0447,ANDAMAN,866808.0,2014,N,PHRC
48,130786049,APHM,JACQUIER,Alexis,Quantification des sténoses rénale dysplasique : définition des critères échodoppler et anatomique avec la mesure des gradients de pression trans sténostique comme technique de référence,14-0523,DysArt,205282.0,2014,N,PHRC
49,750712184,ASSISTANCE PUBLIQUE AP-HP,JAIS,Xavier ,Comparaison de 2 options de traitement (riociguat versus angioplastie pulmonaire au ballon) dans l'hypertension pulmonaire thromboembolique chronique ,14-0123,RACE,451662.4,2014,N,PHRC
50,590780193,CHRU LILLE,JARDRI,Renaud ,Formation des pédiatres ambulatoires à l’évaluation des interactions précoces mère-enfant.,14-0501,MOCITRAINING,765183.4,2014,N,PHRC
51,750712184,ASSISTANCE PUBLIQUE AP-HP,JEUNEMAITRE,Xavier,Blocage du Récepteur de l’Angiotensine II associé au celiprolol chez des sujets atteints de syndrome d’Ehlers-Danlos vasculaire : essai randomisé contrôlé en double insu contre placebo,14-0387,ARCADE,747511.5,2014,N,PHRC
52,750712184,ASSISTANCE PUBLIQUE AP-HP,JOLY,Dominique,Traitement de la néphropathie à  IGA adapté à l'histologie rénale (TIGRE),14-0459,TIGER,951042.3,2014,N,PHRC
53,750712184,ASSISTANCE PUBLIQUE AP-HP,LE CLEACH,Laurence,Traitements systémiques du psoriasis en plaque : une méta-analyse en réseau,14-0322,PSORIA-SYS,65777.5,2014,N,PHRC
54,750712184,ASSISTANCE PUBLIQUE AP-HP,LE GOFF,,Prévention des infections disséminées à adénovirus par traitement antiviral avec le brincidofovir (CMX001) des infections digestives à adénovirus chez des receveurs pédiatriques d'allogreffe de cellules souches – un essai contrôlé contre placebo,14-0018,ADENOCLEAR,685860.6,2014,N,PHRC
55,290000017,CHRU DE BREST,LE MEUR,Yannick,Evaluation d’un transporteur d’oxygène d’origine marine (HEMO2Life®) pour la préservation des organes : première étude en transplantation rénale chez l’homme,14-0512,OXYOP,647968.3,2014,N,PHRC
56,590780193,CHRU LILLE,LETEURTRE,Stéphane,Effet de la durée d’entreposage des concentrés érythrocytaires sur la morbidité des enfants transfusés en réanimation pédiatrique,14-0390,ABC-PICU,409192.4,2014,N,PHRC
57,750712184,ASSISTANCE PUBLIQUE AP-HP,LEVY,Rachel,"Evaluation de l'efficacité d’un parcours thérapeutique prenant en compte l’Environnement PériconCeptionnel, dans la prise en charge du couple Infertile",14-0574,PEPCI,847791.4,2014,N,PHRC
58,750712184,ASSISTANCE PUBLIQUE AP-HP,LLORET-LINARES,Célia ,Exploration de la variabilité de la pharmacocinétique de la venlafaxine par une approche phénotypique chez des sujets répondeurs et non répondeurs au traitement: une étude transversale.,14-0562,MARVEL,641042.1,2014,N,PHRC
59,750712184,ASSISTANCE PUBLIQUE AP-HP,LONGROIS,Dan,"Dépistage du risque hémorragique à l'aide d'un questionnaire standardisé, en préopératoire de chirurgie programmée.",14-0312,HEMORISQ,658471.4,2014,N,PHRC
60,370000481,CHRU DE TOURS,MARUANI,Annabel,Traitement par sirolimus des malformations vasculaires superficielles de bas-débit volumineuses et compliquées : essai de phase 2 chez l'enfant ,14-0140,PERFORMUS,475588.4,2014,N,PHRC
61,750140014,CENTRE HOSPITALIER SAINTE-ANNE,MAS,Jean-Louis,Endartèrectomie associée à un traitement médical optimal versus traitement médical optimal seul chez des patients ayant une sténose carotide athéroscléreuse serrée asymptomatique à haut risque d’infarctus cérébral ipsilatéral.,14-0158,ACTRIS,1076194.8,2014,N,PHRC
62,750712184,ASSISTANCE PUBLIQUE AP-HP,MAURY,Sébastien, Amplifier les lymphocytes T régulateurs pour le traitement de l’aplasie médullaire acquise: une approche combinant l'interleukine2 à faible dose suivie de l'infusion de lymphocytes T régulateurs autologues amplifiés ex vivo.  ,14-0418,AA-Treg,570098.2733333333,2014,N,PHRC
63,750712184,ASSISTANCE PUBLIQUE AP-HP,MICHEL,Marc,Etude prospective multicentrique randomisée ouverte évaluant l’efficacité et tolérance de la dapsone comme traitement de 2ème ligne du purpura thrombopénique immunologique de l’adulte,14-0291,DAPS-ITP,373538.2,2014,N,PHRC
64,750712184,ASSISTANCE PUBLIQUE AP-HP,MONIN,Jean-Luc,Chirurgie précoce en cas de rétrécissement aortique asymptomatique,14-0460,ESTIMATE,364592.5,2014,N,PHRC
65,750712184,ASSISTANCE PUBLIQUE AP-HP,MONTRAVERS,Philippe,Impact sur la durée d'antibiothérapie de l'utilisation d'un antibiogramme direct par E-test pour l'analyse rapide de la sensibilité des prélèvements péritonéaux dans les péritonites postopératoires admises en réanimation,14-0129,DIRECTABDO,519195.7,2014,N,PHRC
66,350005179,CHU DE RENNES,MORANDI,Xavier,Traitement par corticoïdes des hématomes sous-duraux chroniques : une étude prospective randomisée,14-0514,SUCRE,553238.62,2014,N,PHRC
67,750712184,ASSISTANCE PUBLIQUE AP-HP,NACCACHE,Jean-Marc,Intérêt du cyclophosphamide associé aux corticostéroïdes dans le traitement des EXcerbations Aiguës de FIbrose Pulmonaire idiopathique - un essai randomisé ,14-0502,EXAFIP,509501.1,2014,N,PHRC
68,340780477,CHU MONTPELLIER,OLIE,Emilie,Essai contrôlé randomisé de l’efficacité d’un programme de Psychoéducation pour la dépression Unipolaire : taux de REmission à 15 mois,14-0214,PURE,350378.4,2014,N,PHRC
69,690781810,HOSPICES CIVILS DE LYON,OVIZE,Michel ,La cyclosporine améliore-t-elle le pronostic clinique des patients présentant un STEMI à 3 ans de suivi ?,14-0345,CIRCUS-II,664388.2,2014,N,PHRC
70,80000615,CH DE CHARLEVILLE MEZIERES,PENALBA,Christian,Infection par l’hantavirus Puumala en France : évaluation de trousses de diagnostic sérologique et de l’emploi d’un prélèvement d’urine pour le diagnostic moléculaire de cette hantavirose,14-0063,HANTADIAG,261435.0,2014,N,PHRC
71,750712184,ASSISTANCE PUBLIQUE AP-HP,PHAM,Giao,Essai contrôlé randomisé en double insu évaluant l'efficacité de l'ivermectine à 400 µg/kg versus ivermectine à 200 µg/kg dans la gale hyperkératosique,14-0612,GALE-CRUSTED ,453580.8333333334,2014,N,PHRC
72,330781196,CHU HOPITAUX DE BORDEAUX,PHILIP,Pierre,PROgramme PERsonnalisé d’aide au sevrage des patients inSOMniaques traités par hypnotiques : un essai clinique comparatif randomisé.,14-0130,PROPERSOM,639938.2,2014,N,PHRC
73,690781810,HOSPICES CIVILS DE LYON,POULET,Emmanuel,Étude des effets de la tDCS (stimulation électrique transcranienne en courant continu) délivrée en complément d’un traitement antipsychotique chez les patients schizophrènes présentant des symptômes persistants  ,14-0042,STIMZO,437863.3,2014,N,PHRC
74,290000017,CHRU DE BREST,RAULT,Gilles,"Etude de recherche de dose de phase II, multicentrique, en double aveugle, contrôlée par placebo évaluant la tolérance et l'efficacité de la (R)-roscovitine chez des patients atteints de mucoviscidose, homozygotes F508del-CFTR, infectés chroniquement à Pseudomonas aeruginosa : une étude incluant 36 patients (24 traités, 12 contrôles)",14-0117,ROSCO-CF,561937.28,2014,N,PHRC
75,130786049,APHM,REGIS,Jean,"Traitement des douleurs réfractaires aux opiacés de pallier 3 selon l’OMS par hypophysiolyse radiochirurgicale : Étude multicentrique, prospective et randomisée",14-0620,HypoRaDoul ,398625.9,2014,N,PHRC
76,340780477,CHU MONTPELLIER,RENARD,Eric ,Evaluation de l’efficacité sur la réduction des hypoglycémies nocturnes chez l’enfant diabétique de type 1 d’une insulinothérapie en boucle fermée (pancréas artificiel) par rapport à une insulinothérapie par pompe couplée à une mesure continue du glucose avec seuil d’interruption de la perfusion en cas d’hypoglycémie dans des conditions proches du domicile,14-0181,STOP-NIGHT-HYPO,466641.1,2014,N,PHRC
77,750712184,ASSISTANCE PUBLIQUE AP-HP,REVEL,Marie-Pierre,Apport du phléboscanner au diagnostic d’atteinte veineuse thromboembolique en post partum,14-0157,CTVENPOSTPARTUM,268546.7,2014,N,PHRC
78,130786049,APHM,RICHARD,Marie Aleth,Etude multicentrique randomisée double aveugle contrôlée évaluant l’intérêt du méthotrexate versus placebo dans la potentialisation et le maintien de la réponse au long cours des traitements par anti TNFalpha dans le psoriasis modéré à sévère de l’adulte,14-0478,METHO-BIO,796676.73,2014,N,PHRC
79,330781196,CHU HOPITAUX DE BORDEAUX,SCHAEVERBEKE,Thierry ,Intérêt du maintien d’un traitement anti-inflammatoire non stéroïdien chez les patients atteints de spondylarthrite ankylosante et traités par anti-TNF pour prévenir la progression des lésions radiologiques ,14-0573,STOP,509533.2,2014,N,PHRC
80,750712184,ASSISTANCE PUBLIQUE AP-HP,SIMON,Stéphane,Biomarqueurs et facteurs pronostiques des interventions dentaires pulpaires conservatrices sur dents permanentes matures,14-0313,PULPSAVE,272028.4,2014,N,PHRC
81,590780193,CHRU LILLE,SUSEN,Sophie,Prévention des hémorragies sous assistance circulatoire mécanique,14-0469,PHAM,508932.62,2014,N,PHRC
82,690781810,HOSPICES CIVILS DE LYON,TARDY-GUIDOLLET,Véronique,Evaluation multicentrique du traitement in utero par dexaméthasone (DEX) sur le développement cognitif des enfants à risque d'Hyperplasie Congénitale des Surrénales,14-0047,prenatalDEX,472532.8,2014,N,PHRC
83,750712184,ASSISTANCE PUBLIQUE AP-HP,TERRIER,Benjamin,"Granulomatose éosinophilique avec polyangéite (Churg-Strauss) : Comparaison d’une association de corticoïdes et du rituximab versus la stratégie thérapeutique conventionnelle en traitement d’induction de la rémission. Etude prospective, randomisée, contrôlée, en double aveugle.",14-0558,REOVAS,920614.5,2014,N,PHRC
84,760780239,CHU ROUEN,THIBERVILLE,Luc,Validation de la sémiologie endo-microscopique alvéolaire des pneumopathies interstitielles diffuses,14-0153,MicrosemioPI,513912.7,2014,N,PHRC
85,690781810,HOSPICES CIVILS DE LYON,THOBOIS,Stéphane,Stimulation cérébrale profonde du noyau sous-thalamique dans les formes dystoniques sévères de la maladie de Wilson - Métaanalyse prospective multicentrique d'essai de taille 1,14-0115,WILSTIM,327569.0,2014,N,PHRC
86,210780581,CHU DIJON,TROJAK,Benoit ,Une étude randomisée menée en double aveugle évaluant l’efficacité de la Stimulation Transcrânienne à Courant Continu (tDCS) pour réduire la consommation d’alcool chez des patients non-abstinents souffrant d’un trouble de l’usage d’alcool,14-0230,ALCSTIM-tDCS,508625.3076923077,2014,N,PHRC
87,760780239,CHU ROUEN,VERSPYCK,Eric,Etiologies de la Mort Fœtale in Utéro : performances diagnostiques du bilan minimal ciblé versus systématique,14-0379,EMIBICI,763283.9,2014,N,PHRC
88,440000289,CHU DE NANTES,WEBER,Michel ,Comparaison de l’efficacité et de la tolérance d’une injection sous-conjonctivale de triamcinolone et d’un implant intravitréen de 700µg dexaméthasone sur l’œdème maculaire inflammatoire,14-0365,TRIOZ,421524.06,2014,N,PHRC
0,590000188,CLCC OSCAR LAMBRET LILLE,ADENIS,Antoine,Radio-chimiothérapie préopératoire par paclitaxel-carboplatine ou fluorouracile-oxaliplatine-acide folinique (FOLFOX) dans les cancers de l’œsophage et de la jonction œsogastrique résécables. Etude randomisée de phase II/III.,14-009,PROTECT-01,263959.5,2014,K,PHRC
1,750712184,ASSISTANCE PUBLIQUE AP-HP,AJROUCHE,Aya,Etude de cohorte historique de l’effet préventif de l’Aspirine à faible dose  sur le risque de cancer. ,14-158,ASPIK,155654.9,2014,K,PHRC
2,750712184,ASSISTANCE PUBLIQUE AP-HP,BAGOT,Martine,Evaluation d’une combinaison de marqueurs  sanguins pour le diagnostic précoce du Mycosis Fongoïde,14-097,DIAPREMYF 02 ,349990.0,2014,K,PHRC
3,130001647,INSTITUT PAOLI CALMETTES,BLAISE,Didier,Etude randomisée de phase III de greffe allogénique comparant la greffe à partir d’un donneur familial partiellement compatible ou d’un donneur non familial chez des patients âgés,14-045,HaploMUDelederly-01 ,195782.3,2014,K,PHRC
4,750813321,INSTITUT CURIE Paris Saint-Cloud,BOURDEAUT,Franck,Phase II randomisée étudiant l’efficacité de deux modalités de traitement intensif avec et sans chimiothérapie à haute dose chez des enfants atteints d’ATRT ,14-085,ATRT DFCI-SFCE 01 ,372729.7,2014,K,PHRC
5,440000289,CHU DE NANTES,CHEVALLIER,Patrice,Etude de Phase II randomisée évaluant l’efficacité d’une radioimmunothérapie par 90Yttrium-epratuzumab tetraxetan chez des adultes porteurs de LAL-B CD22+ en rechute ou réfractaire.,14-129,RITEPRALL,612428.6,2014,K,PHRC
6,750712184,ASSISTANCE PUBLIQUE AP-HP,CHOQUET,Sylvain,Traitement de première ligne des lymphoproliférations EBV-positives après transplantation d’organe solide par utilisation séquentielle de rituximab et lymphocytes T anti-EBV allogéniques puis R-CHOP ou Rituximab selon la réponse,14-106,LPT-02,252669.5,2014,K,PHRC
7,210987731,CLCC GEORGES-FRANCOIS LECLERC,COCHET,Alexandre,Caractérisation multi-métabolique par Tomographie par Emission de Positons (TEP) au 18F-Fluorodésoxyglucose (FDG) et à la 18F-Fluorocholine (FCH) pour prédire la survie des patients présentant un carcinome hépatocellulaire avancé traité par Sorafenib.,14-131,PREMETHEP,408518.5,2014,K,PHRC
8,350002812,CTRE E. MARQUIS - RENNES,DE CREVOISIER,Renaud,Etude de phase II de radiothérapie adaptative dans le traitement des cancers localement avancés du col utérin,14-174,AR-COL ,339815.0,2014,K,PHRC
9,750712184,ASSISTANCE PUBLIQUE AP-HP,DE MASSON,Adèle,"Etude prospective, contrôlée, multicentrique évaluant  l’intérêt de l’allogreffe de cellules souches hématopoïétiques dans les lymphomes T cutanés épidermotropes de stade avancé avec facteurs de mauvais prognostic ",14-031,CUTALLO 01 ,269953.5,2014,K,PHRC
10,590000188,CLCC OSCAR LAMBRET LILLE,DEFACHELLES,Anne-Sophie ,Etude internationale de phase II randomisée évaluant l’association Vincristine-Irinotecan avec ou sans Temozolomide (VI ou VIT) chez les enfants et adultes présentant un rhabdomyosarcome réfractaire ou en rechute,14-073,VIT-0910,285401.3,2014,K,PHRC
11,750712184,ASSISTANCE PUBLIQUE AP-HP,DEHAIS,Caroline,Traitement par Azacitidine des Gliomes avec mutation IDH1/2 Récidivant après traitement         conventionnel ,14-135,AGIR,197942.9,2014,K,PHRC
12,940000664,INSTITUT GUSTAVE ROUSSY,DUCREUX,Michel,Essai de phase II randomisé impliquant deux chimiothérapies avec ou sans BEVACIZUMAB chez les patients atteints des tumeurs neuroendocrines du pancréas bien différenciées,14-172,BETTER2,434616.0,2014,K,PHRC
